title,description,hub,coeType,enablementCategory,contentType,teams,products,format,externalUrl,videoUrl,slidesUrl,keyAssetUrl,keyAssetLabel,presenter,duration,publishDate,featured,priority
4/17/25: Enablement: Sidekick for Voice,"This presentation, titled ""Sidekick Voice: Internal Onboarding,"" outlines the strategy and process for transitioning the Sidekick Voice feature from its pilot phase to a Customer Success-led limite...",enablement,,technical,,customer-success|implementation,gladly-sidekick,playbook,,https://docs.google.com/presentation/d/1T3raSldD5U_265lSCRzW1WfI13nDLkMXnbuck15Pc_I/edit?slide=id.g32a80672d40_0_115#slide=id.g32a80672d40_0_115,,,,,,,FALSE,
"4/10/25 Enablement:Sidekick Voice: Demo, Pitch, Value","This folder, titled ""EH: 4/10/25 SK for Voice Demo Pitch Value"", contains the full enablement materials for the product's new Sidekick Voice feature, including the presentation deck, detailed meeti...",coe,meeting-asset,,,sales,gladly-sidekick,,https://drive.google.com/drive/folders/1P1Z25foeBQxtPVwlhWDbpw-euL-esQT9?usp=drive_link,,,,,,,,FALSE,
4/3/25 Enablement: April GTM All Hands,"This folder contains the notes, transcript, and presentation slides from the April 3, 2025, Go-To-Market (GTM) All Hands meeting, which serves as a monthly team huddle to sync up on key updates.",enablement,,gtm-strategy,,sales|customer-success,gladly-sidekick|guides|journeys|app-platform,on-demand,,https://drive.google.com/drive/folders/1X_H3AosVMm1UDoPJAnr_iNQTbVLWfjzk,,,,,,,FALSE,
3/27/25 Enablement: BVA + Calculator Refresh,"The EH: 3/27/25 BVA + Calculator Refresh folder contains enablement materials, including meeting notes and a presentation, primarily focused on the rollout of Sidekick on Voice and the refreshed Bu...",coe,meeting-asset,,,sales|customer-success,gladly-sidekick,,https://drive.google.com/drive/folders/1IT1H1wQDGpdMGp0R4oNpqQwPJ2bU9-DT,,,,,,,,FALSE,
Enablement:Assembled Partner Enablement,"This folder contains five files, primarily meeting notes, recordings, and presentation shortcuts from recent ""Enablement Hour"" sessions.",coe,meeting-asset,,,sales,gladly-sidekick,,https://drive.google.com/drive/folders/1M_Ohrw71Bh1sRAp_AR5VvvRom-yVpxsj,,,,,,,,FALSE,
Enablement: CS - SK ROI Calculator,"The folder, titled ""EH: 2/20/25 AI Pricing"", contains sales enablement materials, including the official Desk Reference, meeting transcripts, and presentation slides detailing Gladly's updated AI p...",coe,meeting-asset,,,sales|customer-success,gladly-sidekick,,https://drive.google.com/drive/folders/1ac3fuUAoOJshUU7u2BQplnC8cwKvpZlt,,,,,,,,FALSE,
Enablement: 6Sense Best Practices,"The ""EH: 2/21/25 6Sense Best Practice"" folder contains sales enablement resources, primarily focusing on how to effectively use the 6sense intent data platform for prospecting.",coe,tool,,,sales,,,https://drive.google.com/drive/folders/1Ijg7x0_rdWhvLhoGVoMvicZ4QF8V2xhr,,,,,,,,FALSE,
2/21/25 Enablement: Customer Presentation Best Practice,"The ""EH: 2/21/25 Customer Presentation Best Practice"" folder contains guides detailing best practices for creating and delivering effective customer presentations, primarily for Gladly employees.",coe,meeting-asset,,,sales|customer-success,gladly-team|guides,,https://drive.google.com/drive/folders/1ySaiMs9Eg1aHCQLLHdiMeFHXM-hfjFmC,,,,,,,,FALSE,
1/16/25 Enablement: Guides and Journeys,"This folder contains documents and recordings primarily focused on the rollout and details of ""Guides"" and ""Journeys,"" two key components for optimizing Gladly's Sidekick AI.",coe,process-innovation,,,implementation,gladly-sidekick|guides|journeys|insights-dashboards,,https://drive.google.com/drive/folders/1-kn6fk6oeoTH3UEFqI9QB7VXYUe31cjr?usp=drive_link,,,,,,,,FALSE,
1/9/25 Enablement: Voice AI,"This folder, titled ""EH 1/9/25: Intro to Voice AI,"" contains four meeting documents and a video from recent Enablement Hour sessions focused on sales and product strategy.",coe,meeting-asset,,,sales,gladly-sidekick,,https://drive.google.com/drive/folders/1UnroMHkh611miuBExAy-3EcNx1aCDSrr?usp=drive_link,,,,,,,,FALSE,
12/19/24 Enablement: App Platform + Loop Returns,"This folder contains the recording, slides, and notes from the December 19, 2024, Enablement Hour session, which focused on two key topics: the Gladly App Platform and a partner spotlight on Loop R...",enablement,,partner,,sales,gladly-team|app-platform,live-replay,,https://drive.google.com/drive/folders/1S1hZ31LvK2E6ob6hcYiOWW9yyTkmY3Mn?usp=drive_link,,,,,,,FALSE,
12/11/24 Enablement: Transaction Threads,"The EH 12/11/24: Transaction Threads folder is a collection of enablement materials, including a presentation, a cheat sheet, and a session recording, focused on Gladly's Self-Service AI capabilities.",enablement,,value-realization,,sales,gladly-team,live-replay,,https://drive.google.com/drive/folders/1VLPH84weDD3wreRvorMBlCjM49mcSZob?usp=drive_link,,,,,,,FALSE,
Field Team Demo Certification (SCs),"This self-led program equips you to deliver a confident and compelling 15-minute & 45-minute Gladly demo that highlights our key product areas, from AI to agent experience to no-code optimization.",enablement,,internal-ops,,sales|customer-success,gladly-team,course,,https://classroom.google.com/w/Nzg4OTQxMjEzMTcx/tc/NzgzMjIzMTU1MTg5,,,,,,,FALSE,
Field Team Demo Certification (AEs/AMs),"This self-led program equips you to deliver a confident and compelling 15-minute Gladly demo that highlights our key product areas, from AI to agent experience to no-code optimization.",enablement,,internal-ops,,sales|customer-success,gladly-team,course,,https://classroom.google.com/w/Nzg4OTQxMjEzMTcx/tc/Nzg5MDc4MTY4MDQz,,,,,,,FALSE,
Discovery,"This self-led program equips you to excel in first meetings by showcasing Gladly’s value, customizing the deck, building rapport, and conducting discovery.",enablement,,value-realization,,sales|customer-success,gladly-team,course,,https://docs.google.com/document/d/1PALIKygFK0qpJUDz0TIiXPyy-xWn4oRZ9G6zezCyfYs/edit?tab=t.0,,,,,,,FALSE,
DealHub Certification,"This self-led program equips you to confidently create and manage quotes in DealHub by learning how it integrates with Salesforce, automates data sync, and streamlines the quote-to-contract process.",enablement,,internal-ops,,sales,,course,,https://classroom.google.com/w/NzM1NTM3MjkxNzQx/tc/NzY1MTYxNDE2NTEz,,,,,,,FALSE,
Gladly Customer AI Launch Video,Customer experience leaders often struggle between providing personalized service and maintaining cost-effectiveness.,enablement,,product,,sales|customer-success,gladly-team,on-demand,,https://gladly.wistia.com/medias/6j0k6m70k1,,,,,,,FALSE,
Gladly Customer AI Video,Gladly challenges the conventional trade-offs in customer experience by introducing a fundamentally different approach with Customer AI.,coe,process-innovation,,,sales|customer-success,gladly-team,,https://gladly.wistia.com/medias/1gkuxekq2f,,,,,,,,FALSE,
Stats for Customer AI,"This document is the comprehensive **Gladly 2.0 Positioning and Narrative Doc**, serving as the foundational messaging guide for the company's new phase and core offerings.",content,,,document,sales|customer-success,gladly-sidekick,,https://docs.google.com/document/d/11WASvMHVqCLqAzokS2y9YUGQdmbs5cTeqI_OrmyBApE/edit?tab=t.rfs4drsad6qd#heading=h.yxycmoincmj7,,,,,,,,FALSE,
New customer quotes,"This document outlines the core positioning and narrative for ""Gladly 2.0,"" a customer experience platform powered by Customer AI, emphasizing its unique ability to deliver both radically efficient...",content,,,document,sales,gladly-sidekick,,https://docs.google.com/document/d/11WASvMHVqCLqAzokS2y9YUGQdmbs5cTeqI_OrmyBApE/edit?tab=t.u6q1v414orxy#heading=h.poj1xfl4zvhk,,,,,,,,FALSE,
Fortune article,Fortune magazine coverage of Gladly's Customer AI innovation.,content,,,document,sales|customer-success,gladly-team,,https://brand-studio.fortune.com/gladly/gladly-unveils-customer-ai-to-reverse-the-decade-long-decline-in-cx/?prx_t=J9sJAAAAAAovEQA,,,,,,,,FALSE,
WIRED article,WIRED magazine article featuring Gladly's AI-powered customer experience.,content,,,document,sales|customer-success,gladly-team,,https://www.wired.com/sponsored/story/gladly/,,,,,,,,FALSE,
Sidekick Sales video,"In a challenging retail environment marked by rising costs and tight budgets, Sidekick Sales emerges as a solution powered by customer AI.",content,,,document,sales,gladly-sidekick,,https://gladly.wistia.com/medias/85i16s6k7a,,,,,,,,FALSE,
Refuse to Compromise Keynote,"Today’s customer experience landscape demands more — faster service, deeper personalization, and greater efficiency — but most platforms force brands to choose between connection and cost.",enablement,,product,,sales|customer-success,gladly-team,on-demand,,https://gladly.wistia.com/medias/9pmw3hcu1b,,,,,,,FALSE,
Gladly Demo 2025,"Julie Chang, a loyal customer at Retali Outdoors, experiences personalized service through Sidekick, an AI engine that engages her like a human associate.",content,,,document,sales|customer-success,gladly-sidekick,,https://gladly.wistia.com/medias/mrye3schxt,,,,,,,,FALSE,
Customer AI Video  (30 sec),The video highlights how Gladly's platform integrates customer AI to enhance user experience.,enablement,,product,,sales|customer-success,gladly-team,on-demand,,https://gladly.wistia.com/medias/9u1ti1dmce,,,,,,,FALSE,
Gladly Sidekick Video,"In a world where most AI systems deflect rather than engage, Sidekick emerges as a game-changer by providing a human-like interaction experience.",enablement,,product,,sales|customer-success,gladly-sidekick|journeys,on-demand,,https://gladly.wistia.com/medias/xzm9o5gpsl,,,,,,,FALSE,
Sidekick Sales Video,"In a challenging retail environment marked by rising costs and tight budgets, Sidekick Sales emerges as a solution powered by customer AI.",content,,,document,sales,gladly-sidekick,,https://gladly.wistia.com/medias/85i16s6k7a,,,,,,,,FALSE,
Sidekick Standalone Video,"The video discusses how AI can significantly improve customer experience when implemented correctly, contrasting it with traditional AI solutions that often prioritize cost savings at the expense o...",content,,,document,sales|customer-success,gladly-sidekick,,https://gladly.wistia.com/medias/mwar81dg26,,,,,,,,FALSE,
Sidekick Voice Video,Customers often feel frustrated by long wait times and transfers when seeking support.,content,,,document,sales|customer-success,gladly-sidekick,,https://gladly.wistia.com/medias/62ev998jm3,,,,,,,,FALSE,
Gladly One Pager,"This document is a one-pager that provides an overview of Gladly's AI-powered Customer Service Platform, which aims to move beyond legacy ticket-based systems by putting the customer at the center ...",content,,,one-pager,sales|customer-success,gladly-sidekick|insights-dashboards,,https://drive.google.com/file/d/1bT7UvpYZ3fWHfvuc_3ZQoE8AKPnoLDul/view?usp=sharing,,,,,,,,FALSE,
Customer AI One Pager,"This document is an infographic detailing Gladly's Customer AI, which serves as the intelligence layer for the Gladly CX Platform to deliver radically efficient and personal customer experiences at...",content,,,one-pager,sales|customer-success,gladly-team,,https://drive.google.com/file/d/1dVUrfYkQUHbuUY2kiM3WnfnoZOlGLY1D/view?usp=sharing,,,,,,,,FALSE,
Customer AI Guide,This presentation deck introduces two key Gladly initiatives: the Sidekick Email feature and the new App Platform.,content,,,document,sales|customer-success,gladly-sidekick|app-platform,,https://cdn.sanity.io/files/ny21dgz6/production/6af3c91cf9107316fbe87182799ea3d62f17887c.pdf,,,,,,,,FALSE,
App Platform Templated Slides,"This presentation, titled ""STMP | App Platform Slides | FY25 Q4,"" details Gladly's App Platform, focusing on its ability to offer seamless and easy integration with existing tools to solve common c...",content,,,deck,sales|customer-success,gladly-team|app-platform,,https://docs.google.com/presentation/d/18TvAZs-KoYBWxobfOoVSuLHaLH4bckn6PSpM-iprlv0/edit?slide=id.g365ca1e35f4_1_359#slide=id.g365ca1e35f4_1_359,,,,,,,,FALSE,
How to set up an App,The video guides viewers through the process of integrating apps built by Gladly.,content,,,document,sales|customer-success,gladly-team|guides|app-platform,,https://gladly.wistia.com/medias/pd782zyft1,,,,,,,,FALSE,
App Platform Technical Enablement #1,Technical enablement session #1 covering App Platform architecture fundamentals.,enablement,,technical,,sales|customer-success,app-platform,on-demand,,https://drive.google.com/file/d/1HkmtPSGCnQaiQ7MPB4YiMqKKQAPS73vm/view,,,,,,,FALSE,
App Platform Technical Enablement #2,Technical enablement session #2 on App Platform integrations and workflows.,enablement,,technical,,sales|customer-success,app-platform,on-demand,,https://drive.google.com/file/d/1TAEXaxvYTSGb-nN3PXOLuB1VqemslX79/view,,,,,,,FALSE,
App Platform Technical Enablement #3,Technical enablement session #3 for advanced App Platform development.,enablement,,technical,,sales|customer-success,app-platform,on-demand,,https://drive.google.com/file/d/1OIRseLSyGsriYJGwmH3J_1nSF68RvzSF/view?usp=drive_web,,,,,,,FALSE,
App Platform for Hero Technical Enablement #1,Technical training #1 on App Platform capabilities for Hero agents.,enablement,,technical,,sales|customer-success,app-platform,on-demand,,https://drive.google.com/file/d/176HQcMYwThLP0YQWrL-ZkWpGI1UaBYyg/view,,,,,,,FALSE,
App Platform for Hero Technical Enablement #2,Technical training #2 covering Hero-specific App Platform implementations.,enablement,,technical,,sales|customer-success,app-platform,on-demand,,https://drive.google.com/file/d/1jTqh28Z8rsgb9-MPxf9cYNcW7MkLgIje/view,,,,,,,FALSE,
Sidekick Standalone Video,"The video discusses how AI can significantly improve customer experience when implemented correctly, contrasting it with traditional AI solutions that often prioritize cost savings at the expense o...",content,,,document,sales|customer-success,gladly-sidekick,,https://gladly.wistia.com/medias/mwar81dg26,,,,,,,,FALSE,
Deck Template,"This presentation, titled ""STMP: Gladly Standalone,"" is a sales and marketing deck introducing the Sidekick AI agent for customer experience, specifically the standalone offering.",content,,,deck,sales,gladly-sidekick,,https://docs.google.com/presentation/d/13zg3jeg-RM2d8IY04dsXC4gxZfveHg6fYIVMOTueCTc/edit?slide=id.g3533f3539b1_0_332#slide=id.g3533f3539b1_0_332,,,,,,,,FALSE,
Sidekick for Zendesk One Pager,"This document is a one-pager that describes ""Sidekick for Zendesk,"" a Customer AI solution from Gladly designed to replace generic customer responses with end-to-end resolutions.",content,,,one-pager,sales|customer-success,gladly-sidekick,,https://drive.google.com/file/d/1T_jQJ4ERy44OTzj-i_7ZNF-QFeRIso66/view?usp=sharing,,,,,,,,FALSE,
Guides and Journeys One Pager,"This document is a product one-pager for Gladly's ""Guides and Journeys for Sidekick,"" a solution that empowers customer teams to own and manage their AI strategy using natural language, removing th...",content,,,one-pager,sales|customer-success,gladly-sidekick|guides|journeys,,https://drive.google.com/file/d/1AqXx3BV7UtlUeiovr20Dsc1Rc2qS-u9f/view,,,,,,,,FALSE,
Sidekick Sales One Pager,"This document is a one-pager that describes ""Sidekick Sales,"" a Gladly Customer AI solution designed to help businesses sell smarter.",content,,,one-pager,sales,gladly-sidekick,,https://drive.google.com/file/d/1AHjfTM6Lw9BoRX7tcCs6IVgXWBL7UdbL/view?usp=sharing,,,,,,,,FALSE,
Sidekick Voice One Pager,"The document is a product one-pager for ""Sidekick Voice"" by Gladly, detailing an AI-powered solution designed to deliver an instant and personalized customer experience on voice channels.",content,,,one-pager,sales|customer-success,gladly-sidekick,,https://drive.google.com/file/d/1wxAKviS7giWFTpBeAyQBpafinG9gjk-n/view?usp=drive_link,,,,,,,,FALSE,
Zendesk Demo Mockup,Demo mockup showing Sidekick integration with Zendesk environment.,content,,,document,sales|customer-success,gladly-sidekick,,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone?node-id=221-2132&t=dXMGHj3v8Gej0hIV-0&scaling=contain&content-scaling=fixed&page-id=81%3A630&starting-point-node-id=221%3A2132,,,,,,,,FALSE,
Kustomer Demo Mockup,Demo mockup showing Sidekick integration with Kustomer environment.,content,,,document,sales|customer-success,gladly-sidekick,,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone?node-id=272-7864&p=f&t=dXMGHj3v8Gej0hIV-0&scaling=contain&content-scaling=fixed&page-id=143%3A882&starting-point-node-id=272%3A7861,,,,,,,,FALSE,
Salesforce Demo Mockup,Demo mockup showing Sidekick integration with Salesforce Service Cloud.,content,,,document,sales,gladly-sidekick,,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone?node-id=325-24720&p=f&t=dXMGHj3v8Gej0hIV-0&scaling=contain&content-scaling=fixed&page-id=274%3A7982&starting-point-node-id=325%3A24717,,,,,,,,FALSE,
Gorgias Demo Mockup,Demo mockup showing Sidekick integration with Gorgias environment.,content,,,document,sales|customer-success,gladly-sidekick,,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone?node-id=383-5145&p=f&t=7UKU37sAUUQNIxIF-0&scaling=contain&content-scaling=fixed&page-id=143%3A883&starting-point-node-id=383%3A5145,,,,,,,,FALSE,
Standalone Demo Script,"This document is the **Gladly Platform Demo Guide & Script**, which outlines two comprehensive scenarios for presenting the company's Customer AI platform.",content,,,document,sales|customer-success,gladly-sidekick,,https://docs.google.com/document/d/12vNcMToBUXSbvCUwiL4gnr-b5Z6x4-pUFUJ5IOxrORg/edit?tab=t.8kwjk59gi1jo#heading=h.o17cu6wdbt7y,,,,,,,,FALSE,
Competitive Capability Research,"This spreadsheet is a detailed comparison of several AI platforms, including Sidekick, Intercom Fin, Decagon, Ada, Siena, Forethought, Sierra AI, Gorgias, Zendesk AI, Salesforce, and Genesys.",content,,,document,sales,gladly-sidekick|insights-dashboards,,https://docs.google.com/spreadsheets/d/1PupVCE-HdsYnrMkscOI2Mtw73Zbceg02rPVX7XK5TKU/edit?gid=0#gid=0,,,,,,,,FALSE,
Zendesk Competitive Snapshot,This document is a competitive analysis of **Sidekick for Zendesk** against key rivals like **Intercom Fin for Zendesk** and **Zendesk’s native AI**.,content,,,document,sales,gladly-sidekick,,https://docs.google.com/document/d/1JqejOWDJcdhUYJC62LwZsHJZvjI8BpukCW14-VRGv9k/edit?tab=t.0#heading=h.w2vezcatf8t2,,,,,,,,FALSE,
Zendesk  Sidekick Battle Card (External),"This document is a competitor battlecard titled ""Competitor Battlecard_Zendesk AI vs.",content,,,battlecard,sales,gladly-sidekick,,https://drive.google.com/file/d/1HSkV0bx4q4KltfvBiqCAmcsIEJm7OrhR/view,,,,,,,,FALSE,
Salesforce Agent SidekickBattle Card (External),This document is a competitor battlecard comparing Salesforce Agentforce and Sidekick.,content,,,battlecard,sales,gladly-sidekick,,https://drive.google.com/file/d/1T30zPp-W1jWX7vCrU5IP5ZN-6IdoyEqv/view,,,,,,,,FALSE,
Intercom Fin Sidekick Battle Card (External),"This document is a Competitor Battlecard that provides a comparison between Gladly's Customer AI product, Sidekick, and the Intercom Fin AI chatbot.",content,,,battlecard,sales,gladly-sidekick,,https://drive.google.com/file/d/1it3W8ly3oDsj25SOr-cEkkpnD_pxcyEX/view,,,,,,,,FALSE,
Sidekick For Zendesk Sequence,Outbound sequence template for Sidekick for Zendesk prospects.,content,,,document,sales|customer-success,gladly-sidekick,,https://web.outreach.io/sequences/2171,,,,,,,,FALSE,
One Off to Closed Lost Zendesk Sequence,Re-engagement sequence for Zendesk closed-lost opportunities.,content,,,document,sales|customer-success,gladly-sidekick,,https://web.outreach.io/templates/81974,,,,,,,,FALSE,
CX Persona (Flow A) - AI forward,CX persona outreach sequence with AI-forward messaging approach.,content,,,document,sales|customer-success,gladly-sidekick,,https://web.outreach.io/sequences/2152/overview,,,,,,,,FALSE,
CX Persona (Flow B) - Common pain forward,CX persona outreach sequence leading with common pain points.,content,,,document,sales|customer-success,gladly-sidekick,,https://web.outreach.io/sequences/2155/overview,,,,,,,,FALSE,
Airline Vertical Sequence,Vertical-specific outbound sequence for airline industry prospects.,content,,,document,sales|customer-success,gladly-sidekick,,https://web.outreach.io/sequences/2156,,,,,,,,FALSE,
Call Scripts,"This is an internal sales and marketing playbook, ""Internal Facing: New APEX Outbound Messaging,"" detailing Gladly's Go-To-Market (GTM) strategy for its AI agent, Sidekick.",enablement,,competitive,,sales,gladly-sidekick,playbook,,https://docs.google.com/document/d/1vgX7fLSS2w7BKs2J3IzU_OOml4-LcDY-1SU1jqv4j3c/edit?tab=t.0#heading=h.d3hy6i1trs2l,,,,,,,FALSE,
Sidekick Standalone Play,"These documents comprise a suite of sales enablement materials, presentations, and detailed implementation blueprints for Gladly’s Sidekick AI solution, focusing on its use as a standalone product ...",enablement,,value-realization,,sales|implementation,gladly-sidekick,playbook,,https://docs.google.com/document/d/1wPX5JDe_2awuql2zK5aPJnYcDQ-rAqTHWTslUzvs03Y/edit?tab=t.2f7vl8kjvusu,,,,,,,FALSE,
Guides Sales Prototype,"This document, titled ""Product Prototypes + Scripts 2025,"" contains information, scripts, and directions for two features further out on the product roadmap: the Guides Prototype and the Sidekick S...",content,,,document,sales|solutions-consultant,gladly-sidekick|guides|journeys,,https://docs.google.com/document/d/10YIgb8-OUFY7K_fbhXZByC30PqgLfDZ4HLPqN-9e6Go/edit?tab=t.e47fz4z840sx#heading=h.d25glnaujae3,,,,,,,,FALSE,
Sidekick Sales Video,"In a challenging retail environment marked by rising costs and tight budgets, Sidekick Sales emerges as a solution powered by customer AI.",content,,,document,sales,gladly-sidekick,,https://gladly.wistia.com/medias/85i16s6k7a,,,,,,,,FALSE,
Sidekick Sales One Pager,"This document is a product one-pager for Sidekick Sales, an AI solution from Gladly Customer AI designed to turn customer conversations into revenue across all touchpoints and channels.",content,,,one-pager,sales,gladly-sidekick|journeys,,https://drive.google.com/file/d/1AHjfTM6Lw9BoRX7tcCs6IVgXWBL7UdbL/view?usp=sharing,,,,,,,,FALSE,
Sidekick Sales Differentiation Battle Card,"This document is a ""Differentiation Battle Card"" that outlines the competitive advantages of a company's offerings, likely Gladly based on the footer.",content,,,battlecard,sales|customer-success,gladly-sidekick,,https://drive.google.com/file/d/1LbVIO3dhY61GxT2_08CQx_5tbl-Q5SmX/view?usp=sharing,,,,,,,,FALSE,
Sidekick Sales Use Case PNG,"The image depicts a mobile chat interface, likely from a customer service or e-commerce application, where a user is discussing an upcoming summer wedding in California, mentioning their size as 8 ...",content,,,document,sales,gladly-sidekick,,https://drive.google.com/file/d/1GwGU8IsTnlde0-9EV48kTUenqjIb0Q4F/view,,,,,,,,FALSE,
Sidekick Sales Messaging Brief,"This document is the ""Sidekick Sales - Messaging Brief,"" which details a Gladly Customer AI product designed to transform customer service conversations into revenue opportunities across the entire...",content,,,document,sales,gladly-sidekick,,https://drive.google.com/file/d/1U-DqVT-D9RQo9ClS1sV8_oafCkHOGidn/view?usp=drive_link,,,,,,,,FALSE,
Sidekick Sales Command of the Message,"This document is the ""Sidekick Sales – Command of the Message Guide"", which is designed for customer service and ecommerce leaders who need to grow revenue without increasing ad spend.",content,,,document,sales|implementation,gladly-sidekick,,https://drive.google.com/file/d/1e_fqoiDMMvxUxfXxid2DSbmZwMBomHae/view?usp=sharing,,,,,,,,FALSE,
Sidekick Sales Market Analysis,"This document is a comprehensive market research report on the retail and ecommerce AI product recommendation market, valued at over $8.65 billion in 2025.",enablement,,competitive,,sales,gladly-sidekick|insights-dashboards,on-demand,,https://drive.google.com/file/d/1v_igXahYX3M-1WvqIywWBDMVDud9TxBv/view?usp=sharing,,,,,,,FALSE,
Sidekick Voice Deck Template,"This presentation introduces ""Sidekick Voice,"" a Generative AI-powered solution designed to revolutionize the customer call center experience by eliminating long wait times and rigid IVR systems.",content,,,deck,sales|implementation,gladly-sidekick,,https://docs.google.com/presentation/d/1vYEjttrei1fGRNlykK5M-rDd58VEDd1RdomUQRkcZ4E/edit?slide=id.g3529b49ba55_0_23#slide=id.g3529b49ba55_0_23,,,,,,,,FALSE,
Sidekick Voice One Pager,"The document is a product one-pager for Gladly's Sidekick Voice, an AI-powered solution designed to deliver instant, personalized, and frictionless customer support on voice by leveraging generativ...",content,,,one-pager,sales|customer-success,gladly-sidekick,,https://drive.google.com/file/d/1wxAKviS7giWFTpBeAyQBpafinG9gjk-n/view?usp=drive_link,,,,,,,,FALSE,
Sidekick Voice Email Template,"This collection of documents, primarily focused on the **Sidekick on Voice** product, outlines the **internal expansion process** to top 20 customers, provides **customer-facing slides** detailing ...",content,,,document,implementation,gladly-sidekick|guides|journeys|insights-dashboards,,https://docs.google.com/document/d/1vrzb4BL99Bdvv2T4B2v-A0APx7AC7JC4IAC0i0MlR3k/edit?tab=t.jm0ipixr5a0e#heading=h.fe2qyuv9l64q,,,,,,,,FALSE,
Sidekick Voice Top 20 Selling Kit,"This collection of documents serves as a comprehensive ""Top 20 Selling Kit"" for Gladly's **Sidekick Voice** product, providing Account Managers with the resources needed to confidently position, pi...",coe,tool,,,sales,gladly-sidekick,,https://docs.google.com/document/d/1JOiR2HIDwXNUMvDK46nUV7wtX-ccRtdzgLwVTdAgiU4/edit?tab=t.xo5wtcjy81r#heading=h.gv0z05tkfbo2,,,,,,,,FALSE,
Sidekick Voice Positioning Pricing,Sidekick Voice positioning framework and pricing structure overview.,content,,,document,sales|customer-success,gladly-sidekick,,https://docs.google.com/document/d/1JOiR2HIDwXNUMvDK46nUV7wtX-ccRtdzgLwVTdAgiU4/edit?tab=t.xo5wtcjy81r#heading=h.gv0z05tkfbo2,,,,,,,,FALSE,
Sidekick Voice PR,Press release and media materials for Sidekick Voice launch.,content,,,document,sales|customer-success,gladly-sidekick,,https://finance.yahoo.com/news/gladly-launches-industrys-only-ai-150000369.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAMOtaBVoHH6eQeIc15vEu0mQ8_mCXzbdowtqQArqXohaTjYSTLcCEFiXtUH5tD7u4tDRPRfcruR9-mIaZgNiNvVNNdZQphZKRq1_tg5Icnna-rux8rT7fxcmAuqZnsoCectKwVKJUadrgozr3JKaUHd_-yTD-oaETJKnyJsc4krp,,,,,,,,FALSE,
Voice COmpetitive Landscape,"This spreadsheet, titled ""Voice AI Competitive Landscape,"" provides an overview of various companies in the Voice AI space, categorized as either Platform or AI Point Solution providers.",content,,,document,sales|customer-success,gladly-sidekick,,https://docs.google.com/spreadsheets/d/10JXfIooSo3nLNuU8p468f91uUbXqxGFh9tsONsv-ebQ/edit?gid=0#gid=0,,,,,,,,FALSE,
Flip.cx Voice Battle Card,"This collection of documents is the comprehensive sales and enablement kit for Gladly's Sidekick Voice AI product, along with context on the broader Sidekick feature updates and pricing.",coe,tool,,,sales,gladly-sidekick,,https://docs.google.com/document/d/1JOiR2HIDwXNUMvDK46nUV7wtX-ccRtdzgLwVTdAgiU4/edit?tab=t.0#heading=h.dpgshr71bogs,,,,,,,,FALSE,
Zendesk Voice Battle Card,"This collection of competitive intelligence documents for Gladly is comprised of a monthly Competitor Newsletter and battlecards for key rivals like Salesforce, Sprinklr, and Kustomer.",content,,,battlecard,sales,gladly-sidekick,,https://docs.google.com/document/d/1HslXCHVT2-X4Rvl0eRTlZ0o3ZVbyVfIscjwzwQeQ40o/edit?tab=t.5kc6ewikdofi#heading=h.xdw29mm2inzb,,,,,,,,FALSE,
Sidekick Voice vs. The Rest,"In this interaction, a customer reaches out for help with their order, initially seeking assistance to look it up.",content,,,document,sales|customer-success,gladly-sidekick,,https://gladly.wistia.com/medias/60zhas178n,,,,,,,,FALSE,
Voice Readiness Checklist,"This collection of documents and presentations details the strategy, features, and technical implementation process for expanding Gladly's Sidekick on Voice product to priority customers.",content,,,document,sales|implementation,gladly-sidekick|guides,,https://docs.google.com/document/d/1vrzb4BL99Bdvv2T4B2v-A0APx7AC7JC4IAC0i0MlR3k/edit?tab=t.4glust1srlw1#heading=h.o6g9lfqblio6,,,,,,,,FALSE,
Voice Testing Checklist,"This document is a TEMPLATE - Sidekick on Voice testing checklist, designed to guide users through the validation of a new Voice AI IVR implementation.",content,,,document,implementation,gladly-sidekick,,https://docs.google.com/document/d/17EX3ZoyMaNVcajoverDs3BfH4wdBo4SD9Hw9yBOOB8A/edit?tab=t.0#heading=h.mmcojxvb52r5,,,,,,,,FALSE,
Sidekick Answers + Actions | Best Practices,"This collection of documents serves as the comprehensive ""single source of truth"" for the Sidekick Answers and Actions product, providing best practices, setup guides, and key resources.",coe,internal-best-practice,,,sales|customer-success,gladly-sidekick|guides,,https://docs.google.com/document/d/17xw1-c5Is6tDT7mwR3ZejHhjlU1sanRfdiSjjQrgAbU/edit?tab=t.6jyoekj0psl#heading=h.ln4hvsxicr78,,,,,,,,FALSE,
